"id","wbn","length","width","height","weight","volume","real_volume","mode","created_at_utc","created_at_ist"
5151,"1490826573481545","19.2","16.8","4.7","30.0","981.412","1524.951","semi","2026-01-28T11:11:05.531Z","28-01-2026 16:41:05"
5150,"1490826590884525","21.4","17.4","4.2","90.00","778.313","1568.220","semi","2026-01-28T11:10:59.369Z","28-01-2026 16:40:59"
5149,"115761187348264","20.0","11.6","6.4","180.0","832.630","1482.773","semi","2026-01-28T11:10:53.951Z","28-01-2026 16:40:53"
5148,"47383710091324","23.0","18.3","4.0","100.0","918.896","1676.302","semi","2026-01-28T11:10:48.859Z","28-01-2026 16:40:48"
5147,"47383710097775","20.4","15.9","6.6","220.0","1291.253","2149.970","semi","2026-01-28T11:10:43.267Z","28-01-2026 16:40:43"
5146,"46568010069856","20.3","16.0","8.2","160.0","1464.110","2663.052","semi","2026-01-28T11:10:34.436Z","28-01-2026 16:40:34"
5145,"47383710096600","21.4","18.0","7.6","230.0","1711.183","2929.010","semi","2026-01-28T11:10:30.023Z","28-01-2026 16:40:30"
5144,"47383710098674","16.7","16.3","3.6","300.0","772.703","979.698","semi","2026-01-28T11:10:23.572Z","28-01-2026 16:40:23"
5143,"1490826541383001","19.5","13.5","4.7","130.0","757.192","1226.526","semi","2026-01-28T11:10:18.399Z","28-01-2026 16:40:18"
5142,"1490826523771712","18.8","14.8","7.9","130.00","1477.144","2193.211","semi","2026-01-28T11:10:12.444Z","28-01-2026 16:40:12"
5141,"47383710095174","20.7","19.7","3.7","240.0","1005.069","1520.468","semi","2026-01-28T11:09:56.105Z","28-01-2026 16:39:56"
5140,"31074914854150","16.9","12.0","5.7","190.0","695.255","1160.368","semi","2026-01-28T11:09:50.617Z","28-01-2026 16:39:50"
5139,"47383710094522","18.6","17.9","4.2","160.0","991.296","1405.476","semi","2026-01-28T11:09:44.612Z","28-01-2026 16:39:44"
5138,"1490826534806383","20.2","18.5","5.2","110.0","1227.012","1933.611","semi","2026-01-28T11:09:40.357Z","28-01-2026 16:39:40"
5137,"1490826613745232","18.6","17.9","6.9","120.0","1521.744","2285.138","semi","2026-01-28T11:09:32.704Z","28-01-2026 16:39:32"
5136,"1490826557534506","19.8","17.8","6.8","210.0","1233.937","2408.543","semi","2026-01-28T11:09:26.159Z","28-01-2026 16:39:26"
5135,"47383710098350","18.7","18.5","6.7","220.0","1433.078","2329.096","semi","2026-01-28T11:09:21.492Z","28-01-2026 16:39:21"
5134,"1490826502886066","23.4","16.4","9.5","200.0","1737.768","3649.337","semi","2026-01-28T11:09:15.209Z","28-01-2026 16:39:15"
5133,"47383710096375","18.6","17.0","4.8","310.0","966.784","1526.512","semi","2026-01-28T11:09:10.267Z","28-01-2026 16:39:10"
5132,"1490826578019332","22.0","16.0","6.8","150.0","1619.730","2385.296","semi","2026-01-28T11:09:06.323Z","28-01-2026 16:39:06"
5131,"47383710095642","18.9","16.3","5.5","210.0","1094.467","1683.879","semi","2026-01-28T11:09:00.997Z","28-01-2026 16:39:00"
5130,"1490826590803804","12.0","11.9","4.5","120.0","200.149","641.106","semi","2026-01-28T11:08:56.476Z","28-01-2026 16:38:56"
5129,"1490826538972422","15.0","10.9","5.7","50.00","856.558","940.427","semi","2026-01-28T11:08:53.030Z","28-01-2026 16:38:53"
5128,"1490826591967845","36.7","24.7","12.4","210.0","8228.320","11267.685","semi","2026-01-28T11:08:49.208Z","28-01-2026 16:38:49"
5127,"20736017811554","14.8","14.0","5.2","740.0","820.335","1071.854","semi","2026-01-28T11:08:44.699Z","28-01-2026 16:38:44"
5126,"1490826575675592","18.9","16.0","6.7","150.0","1206.608","2036.049","semi","2026-01-28T11:08:38.545Z","28-01-2026 16:38:38"
5125,"1490826571029541","17.2","11.8","6.1","150.0","675.699","1241.486","semi","2026-01-28T11:08:32.936Z","28-01-2026 16:38:32"
5124,"43903710030984","31.8","29.1","6.4","90.00","4111.489","5912.566","semi","2026-01-28T11:08:28.051Z","28-01-2026 16:38:28"
5123,"1490826524055562","22.1","15.6","9.7","380.0","1620.995","3335.990","semi","2026-01-28T11:08:22.889Z","28-01-2026 16:38:22"
5122,"47383710095841","17.8","12.7","6.2","320.0","796.478","1411.450","semi","2026-01-28T11:08:17.089Z","28-01-2026 16:38:17"
5121,"47383710094916","17.9","12.7","6.7","160.0","806.982","1518.694","semi","2026-01-28T11:08:13.845Z","28-01-2026 16:38:13"
5120,"47383710092400","19.5","14.4","2.7","150.0","506.472","763.539","semi","2026-01-28T11:08:09.889Z","28-01-2026 16:38:09"
5119,"47383710094872","14.2","12.6","3.7","240.0","353.756","666.042","semi","2026-01-28T11:08:06.539Z","28-01-2026 16:38:06"
5118,"1490826577052120","17.5","15.8","5.5","90.00","680.467","1511.927","semi","2026-01-28T11:08:02.905Z","28-01-2026 16:38:02"
5117,"27813710295061","16.9","15.0","4.7","50.00","819.701","1202.353","semi","2026-01-28T11:07:59.023Z","28-01-2026 16:37:59"
5116,"1490826538630984","17.8","13.7","4.7","140.0","307.932","1152.791","semi","2026-01-28T11:07:55.664Z","28-01-2026 16:37:55"
5115,"1490826577298811","14.1","12.2","5.5","80.00","420.035","942.237","semi","2026-01-28T11:07:52.584Z","28-01-2026 16:37:52"
5114,"1490826569648710","12.3","10.3","4.5","80.00","360.838","572.355","semi","2026-01-28T11:07:48.956Z","28-01-2026 16:37:48"
5113,"1490826530760932","19.5","10.3","6.5","210.0","904.065","1305.045","semi","2026-01-28T11:07:36.599Z","28-01-2026 16:37:36"
5112,"1490826525831650","16.1","12.8","5.2","180.0","614.161","1077.231","semi","2026-01-28T11:05:30.787Z","28-01-2026 16:35:30"
5111,"1490826575696931","20.8","7.7","6.1","70.0","683.274","980.961","semi","2026-01-28T11:05:26.060Z","28-01-2026 16:35:26"
5110,"23056518423203","15.1","11.2","5.6","90.0","824.705","956.576","semi","2026-01-28T11:05:21.769Z","28-01-2026 16:35:21"
5109,"1490826597131583","16.2","12.9","5.7","110.0","773.835","1193.582","semi","2026-01-28T11:05:14.623Z","28-01-2026 16:35:14"
5108,"46568010066393","21.0","16.8","6.3","140.0","1076.309","2224.170","semi","2026-01-28T11:05:09.052Z","28-01-2026 16:35:09"
5107,"1490826596743886","17.3","14.3","5.7","70.0","782.352","1417.380","semi","2026-01-28T11:05:04.385Z","28-01-2026 16:35:04"
5106,"46568010067244","13.1","12.9","5.7","140.0","623.294","955.778","semi","2026-01-28T11:04:56.601Z","28-01-2026 16:34:56"
5105,"44031710002262","17.0","12.4","6.4","50.0","842.604","1346.620","semi","2026-01-28T11:04:51.807Z","28-01-2026 16:34:51"
5104,"27813710295024","17.9","13.5","3.2","100.0","441.446","781.121","semi","2026-01-28T11:04:45.085Z","28-01-2026 16:34:45"
5103,"1490826510239323","20.2","18.6","5.2","30.0","376.400","1967.156","semi","2026-01-28T11:04:40.347Z","28-01-2026 16:34:40"
5102,"1490826593367226","19.4","15.6","6.5","130.0","1256.119","1958.257","semi","2026-01-28T11:04:34.473Z","28-01-2026 16:34:34"
5101,"1490826595448234","19.7","17.1","3.7","160.0","756.847","1250.979","semi","2026-01-28T11:04:29.946Z","28-01-2026 16:34:29"
5100,"1490826590803465","17.4","13.8","6.6","60.0","803.204","1586.131","semi","2026-01-28T11:04:26.037Z","28-01-2026 16:34:26"
5099,"47383710091442","21.4","16.5","7.2","100.0","1583.037","2553.235","semi","2026-01-28T11:04:22.371Z","28-01-2026 16:34:22"
5098,"47383710095056","15.9","11.3","4.5","310.0","476.538","802.747","semi","2026-01-28T11:04:17.489Z","28-01-2026 16:34:17"
5097,"1490826580734503","15.8","15.6","6.2","70.0","945.618","1541.341","semi","2026-01-28T11:04:13.620Z","28-01-2026 16:34:13"
5096,"7269564063425","17.4","13.4","5.7","150.0","747.020","1334.012","semi","2026-01-28T11:04:09.695Z","28-01-2026 16:34:09"
5095,"27813710295212","15.5","10.2","7.9","50.0","958.599","1257.222","semi","2026-01-28T11:04:05.326Z","28-01-2026 16:34:05"
5094,"35693013323810","12.8","9.8","3.9","520.0","440.002","488.227","semi","2026-01-28T11:04:01.706Z","28-01-2026 16:34:01"
5093,"5662089504865","17.4","11.3","5.9","100.0","669.567","1150.766","semi","2026-01-28T11:03:47.815Z","28-01-2026 16:33:47"
5092,"46568010067093","23.3","19.2","3.0","90.0","694.167","1335.019","semi","2026-01-28T11:03:43.713Z","28-01-2026 16:33:43"
5091,"47383710098044","16.1","13.3","5.4","210.0","783.786","1166.681","semi","2026-01-28T11:03:39.109Z","28-01-2026 16:33:39"
5090,"1490826505659002","18.4","15.0","3.2","90.00","439.390","889.060","semi","2026-01-28T11:03:34.979Z","28-01-2026 16:33:34"
5089,"1490826525774110","18.4","15.0","3.2","30.0","439.390","889.060","semi","2026-01-28T11:03:31.580Z","28-01-2026 16:33:31"
5088,"1490826536406056","15.3","10.5","4.7","40.0","334.019","757.609","semi","2026-01-28T11:03:27.172Z","28-01-2026 16:33:27"
5087,"1490826577052190","15.3","10.5","4.7","50.0","334.019","757.609","semi","2026-01-28T11:03:23.785Z","28-01-2026 16:33:23"
5086,"1490826374266143","17.4","13.4","1.3","30.0","232.393","304.783","semi","2026-01-28T11:03:19.498Z","28-01-2026 16:33:19"
5085,"1490826513560941","14.9","9.0","9.1","40.00","907.489","1218.702","semi","2026-01-28T11:03:15.023Z","28-01-2026 16:33:15"
5084,"35693013324134","11.5","11.0","4.5","530.0","456.717","564.004","semi","2026-01-28T11:03:07.582Z","28-01-2026 16:33:07"
5083,"1490826577864013","15.8","12.5","7.4","50.0","1025.241","1457.934","semi","2026-01-28T11:03:04.118Z","28-01-2026 16:33:04"
5082,"27813710295013","16.2","12.4","5.8","110.0","673.376","1173.558","semi","2026-01-28T11:02:53.810Z","28-01-2026 16:32:53"
5081,"47383710097871","13.8","13.1","4.7","100.0","696.478","848.018","semi","2026-01-28T11:02:49.139Z","28-01-2026 16:32:49"
5080,"1490826574382143","24.3","23.0","6.6","170.0","2363.385","3672.418","semi","2026-01-28T11:02:40.695Z","28-01-2026 16:32:40"
5079,"1490826600464482","19.3","12.3","5.9","160.0","845.615","1409.913","semi","2026-01-28T11:02:35.511Z","28-01-2026 16:32:35"
5078,"47383710091593","14.4","12.1","6.7","100.0","375.135","1170.159","semi","2026-01-28T11:02:29.423Z","28-01-2026 16:32:29"
5077,"1490826568003253","15.0","14.6","3.7","80.00","433.954","819.350","semi","2026-01-28T11:02:26.393Z","28-01-2026 16:32:26"
5076,"1490826541380853","21.9","14.2","5.7","70.00","1082.730","1783.507","semi","2026-01-28T11:02:22.554Z","28-01-2026 16:32:22"
5075,"1490826545883474","19.9","17.8","8.1","230.0","1326.992","2869.345","semi","2026-01-28T11:02:18.744Z","28-01-2026 16:32:18"
5074,"47383710095572","19.7","14.7","2.7","200.0","488.100","788.213","semi","2026-01-28T11:02:15.053Z","28-01-2026 16:32:15"
5073,"47383710095185","17.7","11.2","7.6","230.0","832.114","1497.755","semi","2026-01-28T11:02:11.161Z","28-01-2026 16:32:11"
5072,"46568010068235","20.9","16.7","8.0","70.00","2048.004","2786.626","semi","2026-01-28T11:02:07.381Z","28-01-2026 16:32:07"
5071,"5662089476202","17.3","14.1","5.3","780.0","712.632","1297.814","semi","2026-01-28T11:02:02.910Z","28-01-2026 16:32:02"
5070,"1490826600857786","17.6","16.3","6.7","60.00","1308.086","1906.599","semi","2026-01-28T11:01:59.273Z","28-01-2026 16:31:59"
5069,"47383710093973","14.4","13.4","6.5","490.0","667.278","1251.433","semi","2026-01-28T11:01:54.725Z","28-01-2026 16:31:54"
5068,"NH503452","16.0","15.1","2.1","50.00","392.313","504.039","semi","2026-01-28T11:01:47.332Z","28-01-2026 16:31:47"
5067,"1490826525995811","25.9","22.1","3.0","80.00","1262.553","1704.050","semi","2026-01-28T11:01:37.228Z","28-01-2026 16:31:37"
5066,"1490826599467321","13.6","12.6","5.4","250.0","540.998","925.036","semi","2026-01-28T11:01:32.992Z","28-01-2026 16:31:32"
5065,"29254819644950","18.8","18.2","4.7","140.0","1143.539","1616.993","semi","2026-01-28T11:01:29.473Z","28-01-2026 16:31:29"
5064,"1490826574961500","13.0","9.2","3.9","150.0","410.844","467.333","semi","2026-01-28T11:01:22.536Z","28-01-2026 16:31:22"
5063,"5662089509043","14.2","11.6","7.1","100.0","696.282","1168.649","semi","2026-01-28T11:01:19.299Z","28-01-2026 16:31:19"
5062,"NH514755","18.3","12.7","5.7","150.0","796.788","1323.635","semi","2026-01-28T11:01:14.831Z","28-01-2026 16:31:14"
5061,"46568010069985","16.2","13.6","1.6","120.0","260.763","358.436","semi","2026-01-28T11:01:08.141Z","28-01-2026 16:31:08"
5060,"1490826574723566","19.0","18.6","4.2","40.0","972.941","1490.433","semi","2026-01-28T11:01:02.095Z","28-01-2026 16:31:02"
5059,"1490826575671506","18.0","13.5","6.2","80.00","902.515","1515.843","semi","2026-01-28T11:00:55.881Z","28-01-2026 16:30:55"
5058,"47383710086553","19.5","16.9","4.7","150.0","927.498","1557.176","semi","2026-01-28T11:00:52.629Z","28-01-2026 16:30:52"
5057,"1490826590803944","19.8","17.1","5.7","120.0","1147.759","1934.648","semi","2026-01-28T11:00:48.928Z","28-01-2026 16:30:48"
5056,"46568010069845","22.2","16.2","5.7","160.0","1261.427","2056.091","semi","2026-01-28T11:00:43.503Z","28-01-2026 16:30:43"
5055,"47383710090764","13.3","10.7","2.3","140.0","208.752","327.376","semi","2026-01-28T11:00:39.780Z","28-01-2026 16:30:39"
5054,"1490826565497080","15.5","14.8","3.2","60.00","344.173","742.453","semi","2026-01-28T11:00:34.283Z","28-01-2026 16:30:34"
5053,"1490826578605906","18.3","9.2","9.3","80.00","1455.001","1559.449","semi","2026-01-28T11:00:30.608Z","28-01-2026 16:30:30"
5052,"48338810013801","26.8","22.2","7.3","220.0","2202.112","4354.183","semi","2026-01-28T11:00:26.693Z","28-01-2026 16:30:26"
5051,"1490826558121390","16.2","14.7","6.3","310.0","1363.774","1514.054","semi","2026-01-28T11:00:22.490Z","28-01-2026 16:30:22"
5050,"1490826550737635","17.5","13.5","7.2","280.0","303.254","1693.310","semi","2026-01-28T11:00:19.069Z","28-01-2026 16:30:19"
5049,"46568010068180","14.9","12.0","5.0","150.0","836.154","894.264","semi","2026-01-28T11:00:15.620Z","28-01-2026 16:30:15"
5048,"1490826519507684","25.0","17.6","7.5","120.0","1895.553","3288.881","semi","2026-01-28T11:00:11.719Z","28-01-2026 16:30:11"
5047,"44547810034716","24.3","22.2","8.1","140.0","2935.875","4389.822","semi","2026-01-28T11:00:06.765Z","28-01-2026 16:30:06"
5046,"1490826590830916","16.5","10.0","3.6","490.0","390.832","596.030","semi","2026-01-28T10:59:57.608Z","28-01-2026 16:29:57"
5045,"1490826542804675","17.7","15.2","3.0","40.0","433.456","799.269","semi","2026-01-28T10:59:53.991Z","28-01-2026 16:29:53"
5044,"1490826584515892","18.5","12.5","5.5","70.0","775.862","1264.108","semi","2026-01-28T10:59:47.737Z","28-01-2026 16:29:47"
5043,"46568010066942","19.1","17.2","4.7","80.00","938.430","1555.141","semi","2026-01-28T10:59:44.158Z","28-01-2026 16:29:44"
5042,"1490826502883454","19.2","18.0","6.2","100.0","1343.578","2150.575","semi","2026-01-28T10:59:38.894Z","28-01-2026 16:29:38"
5041,"1490826564154771","19.6","7.8","7.8","170.0","618.972","1201.447","semi","2026-01-28T10:59:34.015Z","28-01-2026 16:29:34"
5040,"23056518382146","20.7","7.6","6.4","90.00","599.445","999.836","semi","2026-01-28T10:59:29.539Z","28-01-2026 16:29:29"
5039,"AYU3405242","21.1","8.1","6.9","100.0","705.204","1179.952","semi","2026-01-28T10:59:21.595Z","28-01-2026 16:29:21"
5038,"23056518383546","16.3","9.8","2.2","90.00","241.922","350.865","semi","2026-01-28T10:59:09.136Z","28-01-2026 16:29:09"
5037,"1490826541921076","29.3","24.4","4.2","60.0","1642.702","3017.290","semi","2026-01-28T10:59:05.039Z","28-01-2026 16:29:05"
5036,"1490826555574510","13.9","10.1","3.2","90.00","367.070","442.338","semi","2026-01-28T10:59:00.244Z","28-01-2026 16:29:00"
5035,"5662089472153","18.9","12.9","5.8","100.0","1184.802","1406.450","semi","2026-01-28T10:58:50.158Z","28-01-2026 16:28:50"
5034,"38261510926365","16.4","10.3","4.2","210.0","378.102","715.815","semi","2026-01-28T10:58:36.790Z","28-01-2026 16:28:36"
5033,"1490826586878300","25.2","23.8","2.7","80.00","1149.008","1634.449","semi","2026-01-28T10:58:31.856Z","28-01-2026 16:28:31"
5032,"1490826599033833","25.2","19.7","9.1","670.0","3083.433","4502.198","semi","2026-01-28T10:58:26.719Z","28-01-2026 16:28:26"
5031,"1490826577094643","22.4","21.8","8.3","530.0","2425.938","4068.719","semi","2026-01-28T10:58:21.429Z","28-01-2026 16:28:21"
5030,"1490826572962484","28.3","19.1","12.5","340.0","3986.497","6750.143","semi","2026-01-28T10:58:16.005Z","28-01-2026 16:28:16"
5029,"1490826582869186","21.3","15.2","3.8","240.0","1090.624","1239.186","semi","2026-01-28T10:58:11.428Z","28-01-2026 16:28:11"
5028,"22751811285314","22.1","18.5","6.3","790.0","1719.480","2567.774","semi","2026-01-28T10:58:07.292Z","28-01-2026 16:28:07"
5027,"46568010067992","19.9","16.2","6.6","330.0","1323.589","2129.467","semi","2026-01-28T10:58:03.081Z","28-01-2026 16:28:03"
5026,"14519135316071","20.0","19.8","4.7","80.0","1061.163","1873.901","semi","2026-01-28T10:57:59.035Z","28-01-2026 16:27:59"
5025,"1490826590818670","19.7","18.9","2.7","110.0","356.473","1014.503","semi","2026-01-28T10:57:54.729Z","28-01-2026 16:27:54"
5024,"1490826573061733","18.8","12.6","5.7","80.00","834.279","1354.018","semi","2026-01-28T10:57:41.799Z","28-01-2026 16:27:41"
5023,"47383710099374","17.2","14.7","9.6","90.00","1327.141","2425.575","semi","2026-01-28T10:57:36.542Z","28-01-2026 16:27:36"
5022,"47383710094102","14.9","10.9","4.3","300.0","317.175","703.393","semi","2026-01-28T10:57:32.639Z","28-01-2026 16:27:32"
5021,"1490826568009402","19.2","18.8","4.7","70.0","1141.529","1711.225","semi","2026-01-28T10:57:27.508Z","28-01-2026 16:27:27"
5020,"1490826590844975","21.5","17.6","8.2","140.0","1521.655","3110.097","semi","2026-01-28T10:57:20.448Z","28-01-2026 16:27:20"
5019,"47383710095594","19.0","16.5","5.2","310.0","1002.965","1634.061","semi","2026-01-28T10:57:16.053Z","28-01-2026 16:27:16"
5018,"1490826590808203","19.5","16.4","8.5","100.0","1297.403","2709.541","semi","2026-01-28T10:57:09.797Z","28-01-2026 16:27:09"
5017,"47383710098372","18.6","11.9","5.8","290.0","789.204","1280.387","semi","2026-01-28T10:57:05.393Z","28-01-2026 16:27:05"
5016,"47383710095421","19.2","13.5","5.5","90.00","794.647","1416.523","semi","2026-01-28T10:57:01.167Z","28-01-2026 16:27:01"
5015,"47383710096331","18.7","18.3","6.3","50.0","1393.378","2170.622","semi","2026-01-28T10:56:48.839Z","28-01-2026 16:26:48"
5014,"1490826590902121","17.7","13.6","5.4","180.0","788.157","1306.040","semi","2026-01-28T10:56:28.430Z","28-01-2026 16:26:28"
5013,"46568010069554","18.1","15.1","6.4","90.0","982.048","1753.450","semi","2026-01-28T10:56:21.293Z","28-01-2026 16:26:21"
5012,"27813710295142","27.6","12.1","10.0","50.0","2115.913","3356.772","semi","2026-01-28T10:56:17.702Z","28-01-2026 16:26:17"
5011,"14435517750886","18.2","17.4","6.2","470.00","1370.205","1962.452","semi","2026-01-28T10:56:11.002Z","28-01-2026 16:26:11"
5010,"1490826574851165","18.0","13.9","6.7","210.0","861.283","1676.583","semi","2026-01-28T10:56:04.495Z","28-01-2026 16:26:04"
5009,"47383710093645","16.5","14.3","5.9","140.0","831.923","1384.241","semi","2026-01-28T10:55:59.776Z","28-01-2026 16:25:59"
5008,"38223010073614","16.0","14.0","6.7","50.0","956.535","1515.389","semi","2026-01-28T10:55:55.804Z","28-01-2026 16:25:55"
5007,"27813710295131","14.8","9.4","3.8","90.00","360.229","530.805","semi","2026-01-28T10:55:47.902Z","28-01-2026 16:25:47"
5006,"1490826584220746","17.4","13.8","5.7","40.0","802.899","1365.142","semi","2026-01-28T10:55:38.449Z","28-01-2026 16:25:38"
5005,"47383710099282","18.0","12.2","5.3","90.0","785.251","1167.680","semi","2026-01-28T10:55:31.919Z","28-01-2026 16:25:31"
5004,"47383710091722","27.9","19.9","7.1","90.0","3020.305","3958.408","semi","2026-01-28T10:55:26.417Z","28-01-2026 16:25:26"
5003,"1490826599157011","17.2","14.9","4.0","450.00","505.219","1021.212","semi","2026-01-28T10:55:13.656Z","28-01-2026 16:25:13"
5002,"1490826576882543","18.5","14.5","1.6","40.0","369.446","426.911","semi","2026-01-28T10:55:06.775Z","28-01-2026 16:25:06"
5001,"1490826572246233","22.1","19.1","6.5","50.0","1410.955","2732.380","semi","2026-01-28T10:55:01.444Z","28-01-2026 16:25:01"
5000,"46568010070114","20.9","19.7","5.0","160.0","755.265","2049.749","semi","2026-01-28T10:54:56.740Z","28-01-2026 16:24:56"
4999,"1490826545880641","20.1","14.9","2.7","190.0","486.854","818.004","semi","2026-01-28T10:54:48.647Z","28-01-2026 16:24:48"
4998,"47383710091383","17.0","14.9","3.7","220.0","548.729","944.524","semi","2026-01-28T10:54:43.049Z","28-01-2026 16:24:43"
4997,"1490826556518235","22.2","16.6","6.5","60.0","1441.070","2392.859","semi","2026-01-28T10:54:39.388Z","28-01-2026 16:24:39"
4996,"47383710094566","17.3","15.7","3.0","210.0","452.659","807.294","semi","2026-01-28T10:54:34.850Z","28-01-2026 16:24:34"
4995,"1490826582088815","19.5","19.2","6.1","20.0","1492.699","2276.229","semi","2026-01-28T10:54:26.643Z","28-01-2026 16:24:26"
4994,"1490826590813836","11.8","6.2","9.1","190.0","612.734","662.203","semi","2026-01-28T10:54:19.412Z","28-01-2026 16:24:19"
4993,"1490826592131984","19.8","18.6","4.2","80.00","1012.669","1553.641","semi","2026-01-28T10:54:15.441Z","28-01-2026 16:24:15"
4992,"1490826590818655","22.2","18.8","7.5","100.0","2075.002","3118.845","semi","2026-01-28T10:54:03.895Z","28-01-2026 16:24:03"
4991,"47383710095793","23.0","17.8","7.5","190.0","1597.175","3052.172","semi","2026-01-28T10:53:59.751Z","28-01-2026 16:23:59"
4990,"47383710091206","16.6","16.2","5.5","220.0","787.900","1472.140","semi","2026-01-28T10:53:51.653Z","28-01-2026 16:23:51"
4989,"27813710295352","13.4","9.6","7.1","50.0","733.779","925.248","semi","2026-01-28T10:53:47.559Z","28-01-2026 16:23:47"
4988,"35693013311490","14.6","13.9","5.6","80.0","653.689","1131.247","semi","2026-01-28T10:53:43.672Z","28-01-2026 16:23:43"
4987,"39598620648805","15.1","14.7","4.5","90.0","684.426","1007.065","semi","2026-01-28T10:53:39.413Z","28-01-2026 16:23:39"
4986,"27813710295352","20.0","14.2","4.0","50.0","694.366","1129.493","semi","2026-01-28T10:53:32.418Z","28-01-2026 16:23:32"
4985,"1490826574571073","19.2","16.5","4.8","180.0","1112.420","1510.806","semi","2026-01-28T10:53:13.996Z","28-01-2026 16:23:13"
4984,"1490826590808225","16.6","14.8","5.7","90.00","755.362","1408.027","semi","2026-01-28T10:53:03.022Z","28-01-2026 16:23:03"
4983,"47383710099072","16.8","12.1","6.7","120.0","836.094","1363.835","semi","2026-01-28T10:52:58.056Z","28-01-2026 16:22:58"
4982,"1490826566902164","18.4","18.3","5.0","40.00","1096.468","1678.689","semi","2026-01-28T10:52:53.316Z","28-01-2026 16:22:53"
4981,"1490826590845476","11.0","8.5","3.6","100.0","264.449","333.389","semi","2026-01-28T10:52:49.147Z","28-01-2026 16:22:49"
4980,"1490826550161266","15.8","14.9","2.9","140.0","433.090","683.166","semi","2026-01-28T10:52:43.991Z","28-01-2026 16:22:43"
4979,"1490826568697550","12.5","9.6","3.8","40.00","411.808","461.246","semi","2026-01-28T10:52:40.314Z","28-01-2026 16:22:40"
4978,"5662089507772","15.6","9.6","7.3","100.0","823.505","1095.312","semi","2026-01-28T10:52:36.547Z","28-01-2026 16:22:36"
4977,"35693013313284","17.2","13.0","5.3","70.0","823.981","1192.116","semi","2026-01-28T10:52:33.020Z","28-01-2026 16:22:33"
4976,"46568010066426","21.5","20.5","11.5","150.0","3112.111","5097.067","semi","2026-01-28T10:52:28.676Z","28-01-2026 16:22:28"
4975,"1490826578020953","22.6","18.9","2.2","520.0","485.801","949.014","semi","2026-01-28T10:52:20.518Z","28-01-2026 16:22:20"
4974,"1490826596133755","22.4","17.4","5.0","120.0","1069.207","1931.665","semi","2026-01-28T10:52:16.373Z","28-01-2026 16:22:16"
4973,"280890189918712","18.7","14.6","5.8","100.0","883.376","1591.355","semi","2026-01-28T10:52:12.317Z","28-01-2026 16:22:12"
4972,"27813710295245","12.9","9.8","5.1","40.0","531.902","639.590","semi","2026-01-28T10:52:03.593Z","28-01-2026 16:22:03"
4971,"5662089517126","28.5","7.0","1.3","140.0","186.186","250.478","semi","2026-01-28T10:51:58.583Z","28-01-2026 16:21:58"
4970,"1490826595934550","14.6","9.9","3.6","420.0","450.763","519.060","semi","2026-01-28T10:51:51.232Z","28-01-2026 16:21:51"
4969,"5662089494833","17.6","16.6","5.0","100.0","864.448","1454.607","semi","2026-01-28T10:51:44.880Z","28-01-2026 16:21:44"
4968,"1490826541388310","16.0","11.3","6.4","170.0","737.592","1151.596","semi","2026-01-28T10:51:33.381Z","28-01-2026 16:21:33"
4967,"46568010068073","16.4","13.3","5.5","90.0","696.963","1193.900","semi","2026-01-28T10:51:27.569Z","28-01-2026 16:21:27"
4966,"44172610377156","15.6","11.1","6.8","100.0","651.775","1183.447","semi","2026-01-28T10:51:22.083Z","28-01-2026 16:21:22"
4965,"31411210112626","19.4","12.8","6.0","90.00","934.737","1485.030","semi","2026-01-28T10:51:16.643Z","28-01-2026 16:21:16"
4964,"46568010069930","17.1","16.2","5.5","120.0","735.597","1511.505","semi","2026-01-28T10:51:12.512Z","28-01-2026 16:21:12"
4963,"27813710295352","17.3","14.1","6.5","50.00","768.596","1580.193","semi","2026-01-28T10:51:08.494Z","28-01-2026 16:21:08"
4962,"46568010068320","19.0","13.4","6.0","150.0","855.997","1521.554","semi","2026-01-28T10:51:04.302Z","28-01-2026 16:21:04"
4961,"46568010069311","19.9","18.4","4.2","90.0","1066.047","1553.719","semi","2026-01-28T10:51:00.730Z","28-01-2026 16:21:00"
4960,"1490826590883722","14.7","14.3","4.5","100.0","588.760","943.992","semi","2026-01-28T10:50:57.020Z","28-01-2026 16:20:57"
4959,"1490826517639104","22.2","18.7","5.7","100.0","1545.441","2357.587","semi","2026-01-28T10:50:51.376Z","28-01-2026 16:20:51"
4958,"GC ID-0125350","19.3","13.6","5.5","200.0","700.087","1434.683","semi","2026-01-28T10:50:47.930Z","28-01-2026 16:20:47"
4957,"47383710097112","14.7","13.9","6.0","150.0","778.986","1220.353","semi","2026-01-28T10:50:44.033Z","28-01-2026 16:20:44"
4956,"44172610377904","17.4","15.7","6.7","50.0","1214.969","1827.290","semi","2026-01-28T10:50:39.797Z","28-01-2026 16:20:39"
4955,"1490826587342923","18.2","13.4","6.9","260.0","902.019","1694.145","semi","2026-01-28T10:50:35.561Z","28-01-2026 16:20:35"
4954,"47383710094706","22.1","15.2","6.8","150.0","1379.107","2286.782","semi","2026-01-28T10:50:31.913Z","28-01-2026 16:20:31"
4953,"47383710098814","20.6","14.8","6.5","200.0","1348.924","1974.996","semi","2026-01-28T10:50:28.333Z","28-01-2026 16:20:28"
4952,"46568010069720","18.1","12.0","5.7","140.0","867.627","1240.052","semi","2026-01-28T10:50:21.141Z","28-01-2026 16:20:21"
